"formulario_id";"importacao_id";"arquivo_nome";"processado_em";"total_abas";"aba_origem";"formulario_index";"cliente";"titulo_plano";"numero_acordo";"periodo_original";"periodo_inicio";"periodo_fim";"periodo_normalizado";"periodo_status";"periodo_acoes_original";"periodo_acoes_inicio";"periodo_acoes_fim";"periodo_acoes_normalizado";"periodo_acoes_status";"descricao_investimento_id";"linha_ordem";"tipo_registro";"descricao";"valor_original";"valor_numerico";"unidade";"observacao";"lado_layout";"row_excel";"linha_original"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"90";"3";"descricao_investimento";"FORMA DE PAGAMENTO: DEPÓSITO EM CONTA (INFORMAR CONTA)";"DEPOSITO EM CONTA";"NULL";"NULL";"NULL";"NULL";"50";"FORMA DE PAGAMENTO: DEPÓSITO EM CONTA (INFORMAR CONTA) | DEPOSITO EM CONTA"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"91";"2";"descricao_investimento";"TOTAL DE INVESTIMENTO:";"9,6% - R$ 1.055.000,00 | (R$ 95.909,09 POR MÊS)";"NULL";"BRL";"NULL";"NULL";"35";"TOTAL DE INVESTIMENTO: | 9,6% - R$ 1.055.000,00 | (R$ 95.909,09 POR MÊS)"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"92";"3";"descricao_investimento";"INVESTIMENTO: SCANNTECH";"1,5% - R$ 165.000,00 | (R$ 15.000,00 POR MÊS)";"NULL";"BRL";"NULL";"NULL";"38";"INVESTIMENTO: SCANNTECH | 1,5% - R$ 165.000,00 | (R$ 15.000,00 POR MÊS)"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"93";"4";"descricao_investimento";"INVESTIMENTO: TRADE";"1% - R$ 110.000,00 | (R$ 10.000,00 POR MÊS)";"NULL";"BRL";"NULL";"NULL";"41";"INVESTIMENTO: TRADE | 1% - R$ 110.000,00 | (R$ 10.000,00 POR MÊS)"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"94";"5";"descricao_investimento";"INVESTIMENTO: BACK LIGHT + PONTO EXTRA/ILHA (10 LOJAS)";"2,3% - R$ 250.000,00 | (R$ 22.728,00 POR MÊS)";"NULL";"BRL";"NULL";"NULL";"44";"INVESTIMENTO: BACK LIGHT + PONTO EXTRA/ILHA (10 LOJAS) | 2,3% - R$ 250.000,00 | (R$ 22.728,00 POR MÊS)"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"95";"6";"descricao_investimento";"INVESTIMENTO: COTA MASTER DESCONTROLADOS (JUNHO/26 - DESCO)";"1,8% - R$ 200.000,00 | (R$ 18.182,00 POR MÊS)";"NULL";"BRL";"NULL";"NULL";"47";"INVESTIMENTO: COTA MASTER DESCONTROLADOS (JUNHO/26 - DESCO) | 1,8% - R$ 200.000,00 | (R$ 18.182,00 POR MÊS)"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"96";"7";"descricao_investimento";"INVESTIMENTO: COTA MASTER ANIVERSÁRIO (SETEMBRO À DEZEMBRO/26)";"2,7% - R$ 300.000,00 | (R$ 27.273,00 POR MÊS)";"NULL";"BRL";"NULL";"NULL";"50";"INVESTIMENTO: COTA MASTER ANIVERSÁRIO (SETEMBRO À DEZEMBRO/26) | 2,7% - R$ 300.000,00 | (R$ 27.273,00 POR MÊS)"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"97";"8";"descricao_investimento";"INVESTIMENTO: 6 LAMINAS EXCLUSIVA (MARÇO/ABRIL/MAIO/JULHO/AGOSTO DE 26 + JAN27)";"0,3% - R$ 30.000,00 | (R$ 2.727,27 POR MÊS)";"NULL";"BRL";"NULL";"NULL";"53";"INVESTIMENTO: 6 LAMINAS EXCLUSIVA (MARÇO/ABRIL/MAIO/JULHO/AGOSTO DE 26 + JAN27) | 0,3% - R$ 30.000,00 | (R$ 2.727,27 POR MÊS)"
"32";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"DIAS E KRIEGER ( POPULAR)";"1";"DIAS E KRIEGER ( POPULAR)";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"98";"2";"descricao_investimento";"VALOR DE INVESTIMENTO TOTAL";"R$ 15.000 (PAGOS EM 4 PARCELAS DE R$ 3.750)";"NULL";"BRL";"NULL";"NULL";"27";"VALOR DE INVESTIMENTO TOTAL | R$ 15.000 (PAGOS EM 4 PARCELAS DE R$ 3.750)"
"32";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"DIAS E KRIEGER ( POPULAR)";"1";"DIAS E KRIEGER ( POPULAR)";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"99";"3";"descricao_investimento";"FORMA DE PAGAMENTO:";"DEPÓSITO EM CONTA - 4 PARCELAS";"NULL";"NULL";"NULL";"NULL";"30";"FORMA DE PAGAMENTO: | DEPÓSITO EM CONTA - 4 PARCELAS"
