"formulario_id";"importacao_id";"arquivo_nome";"processado_em";"total_abas";"aba_origem";"formulario_index";"cliente";"titulo_plano";"numero_acordo";"periodo_original";"periodo_inicio";"periodo_fim";"periodo_normalizado";"periodo_status";"periodo_acoes_original";"periodo_acoes_inicio";"periodo_acoes_fim";"periodo_acoes_normalizado";"periodo_acoes_status";"cadastro_vinculado_id";"bloco_origem";"linha_ordem";"secao_interna";"categoria_secao";"produto";"litragem";"versao";"abrangencia";"row_excel";"linha_original"
"22";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TREICHEL";"1";"TREICHEL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"90";"cadastros_vinculados";"2";"CADASTRO";"cadastro";"Amaciante Concentrado";"1L";"Harmonia | Ternura";"NULL";"50";"Amaciante Concentrado | 1L | Harmonia | Ternura"
"22";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TREICHEL";"1";"TREICHEL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"91";"cadastros_vinculados";"3";"CADASTRO";"cadastro";"Lava Roupas Pó";"1.600kg";"Multiação | Flores Brancas";"NULL";"51";"Lava Roupas Pó | 1.600kg | Multiação | Flores Brancas"
"22";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TREICHEL";"1";"TREICHEL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"92";"cadastros_vinculados";"4";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1L";"Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)";"NULL";"52";"Lava Roupas Lavagem Rápida | 1L | Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)"
"22";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"TREICHEL";"1";"TREICHEL";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"93";"cadastros_vinculados";"5";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1,5L";"Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)";"NULL";"53";"Lava Roupas Lavagem Rápida | 1,5L | Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"94";"cadastros_vinculados";"1";"CADASTRO";"cadastro";"Amaciante Concentrado";"1,5L";"Ternura | Harmonia (PROMO)";"NULL";"82";"Amaciante Concentrado | 1,5L | Ternura | Harmonia (PROMO)"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"95";"cadastros_vinculados";"2";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1L";"Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)";"NULL";"83";"Lava Roupas Lavagem Rápida | 1L | Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)"
"23";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"JEPSEN";"1";"JEPSEN";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"96";"cadastros_vinculados";"3";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1,5L";"Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)";"NULL";"84";"Lava Roupas Lavagem Rápida | 1,5L | Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"97";"cadastros_vinculados";"1";"CADASTRO";"cadastro";"Agua Sanitária";"5L";"NULL";"NULL";"46";"Agua Sanitária | 5L"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"98";"cadastros_vinculados";"2";"CADASTRO";"cadastro";"Alvejante sem Cloro";"2L | 5L";"NULL";"NULL";"47";"Alvejante sem Cloro | 2L | 5L"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"99";"cadastros_vinculados";"3";"CADASTRO";"cadastro";"Amaciante";"5L";"Frescor da Manhã | Sedução | Magia";"NULL";"48";"Amaciante | 5L | Frescor da Manhã | Sedução | Magia"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"100";"cadastros_vinculados";"4";"CADASTRO";"cadastro";"Amaciante Concentrado";"1L";"Hamonia | Ternura| Mistério";"NULL";"49";"Amaciante Concentrado | 1L | Hamonia | Ternura| Mistério"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"101";"cadastros_vinculados";"5";"CADASTRO";"cadastro";"Amaciante Concentrado";"1,5L";"PROMO - Hamonia | Ternura| Mistério";"NULL";"50";"Amaciante Concentrado | 1,5L | PROMO - Hamonia | Ternura| Mistério"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"102";"cadastros_vinculados";"6";"CADASTRO";"cadastro";"Lava Roupas";"1L";"Tradicional";"NULL";"51";"Lava Roupas | 1L | Tradicional"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"103";"cadastros_vinculados";"7";"CADASTRO";"cadastro";"Lava Roupas";"3L";"Multiação | Glicerina";"NULL";"52";"Lava Roupas | 3L | Multiação | Glicerina"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"104";"cadastros_vinculados";"8";"CADASTRO";"cadastro";"Lava Roupas - Lavagem Rápida";"1L | 1,5L";"Total Clean | Fresh Clean";"NULL";"53";"Lava Roupas - Lavagem Rápida | 1L | 1,5L | Total Clean | Fresh Clean"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"105";"cadastros_vinculados";"9";"CADASTRO";"cadastro";"Lava Roupas";"4K";"Multiação | Flores Brancas";"NULL";"54";"Lava Roupas | 4K | Multiação | Flores Brancas"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"106";"cadastros_vinculados";"10";"CADASTRO";"cadastro";"Desinfetante";"2L | 5L";"Campos de Lavanda | Paixão | Chá Branco";"NULL";"55";"Desinfetante | 2L | 5L | Campos de Lavanda | Paixão | Chá Branco"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"107";"cadastros_vinculados";"11";"CADASTRO";"cadastro";"Desengordurante";"500ml";"Pulverizador | Squeeze";"NULL";"56";"Desengordurante | 500ml | Pulverizador | Squeeze"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"108";"cadastros_vinculados";"12";"CADASTRO";"cadastro";"Limpa Vidros";"500ml";"Pulverizador | Squeeze";"NULL";"57";"Limpa Vidros | 500ml | Pulverizador | Squeeze"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"109";"cadastros_vinculados";"13";"CADASTRO";"cadastro";"Limpador Perfumado";"2L";"Magia e Sedução | Doce Romance | Essencia Natural";"NULL";"58";"Limpador Perfumado | 2L | Magia e Sedução | Doce Romance | Essencia Natural"
"24";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"REDE AMMA";"1";"REDE AMMA";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"110";"cadastros_vinculados";"14";"CADASTRO";"cadastro";"Multiuso";"1L";"Original | Lavanda";"NULL";"59";"Multiuso | 1L | Original | Lavanda"
"25";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"BONATO";"1";"L C BONATO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"111";"cadastros_vinculados";"1";"CADASTRO";"cadastro";"Amaciante Concentrado";"1,5L";"PROMO - Mistério";"NULL";"62";"Amaciante Concentrado | 1,5L | PROMO - Mistério"
"25";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"BONATO";"1";"L C BONATO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"112";"cadastros_vinculados";"2";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1L";"Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)";"NULL";"63";"Lava Roupas Lavagem Rápida | 1L | Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)"
"25";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"BONATO";"1";"L C BONATO";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"113";"cadastros_vinculados";"3";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1,5L";"Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)";"NULL";"64";"Lava Roupas Lavagem Rápida | 1,5L | Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"114";"cadastros_vinculados";"1";"CADASTRO";"cadastro";"Amaciante Concentrado";"1,5L";"PROMO - Ternura | Harmonia | Mistério";"NULL";"74";"Amaciante Concentrado | 1,5L | PROMO - Ternura | Harmonia | Mistério"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"115";"cadastros_vinculados";"2";"CADASTRO";"cadastro";"Lava Roupas";"3L e 5L";"Multiação | Ternura";"NULL";"75";"Lava Roupas | 3L e 5L | Multiação | Ternura"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"116";"cadastros_vinculados";"3";"CADASTRO";"cadastro";"Lava Roupas Pó";"1.600kg";"Multiação | Flores Brancas";"NULL";"76";"Lava Roupas Pó | 1.600kg | Multiação | Flores Brancas"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"117";"cadastros_vinculados";"4";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1L";"Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)";"NULL";"77";"Lava Roupas Lavagem Rápida | 1L | Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"118";"cadastros_vinculados";"5";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1,5L";"Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)";"NULL";"78";"Lava Roupas Lavagem Rápida | 1,5L | Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"119";"cadastros_vinculados";"6";"CADASTRO";"cadastro";"Desinfetante";"2L";"Paixão | Campos de Lavanda | Marine";"NULL";"79";"Desinfetante | 2L | Paixão | Campos de Lavanda | Marine"
"26";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"STOCK-ARCHER";"1";"STOCK/ARCHER";"PLANO DE NEGÓCIOS";"NULL";"JANEIRO À DEZEMBRO/26";"2026-01";"2026-12";"2026-01 a 2026-12";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"120";"cadastros_vinculados";"1";"SUBSTITUIÇÃO/LIBERAÇÃO";"substituicao_liberacao";"Lava Roupas";"1L";"Substituir Glicerina por Flores Brancas";"NULL";"83";"Lava Roupas | 1L | Substituir Glicerina por Flores Brancas"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"121";"cadastros_vinculados";"1";"CADASTRO";"cadastro";"Amaciante Conc. PROMO";"1,5L";"Ternura l Harmonia | Mistério";"NULL";"51";"Amaciante Conc. PROMO | 1,5L | Ternura l Harmonia | Mistério"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"122";"cadastros_vinculados";"2";"CADASTRO";"cadastro";"Desinfetante";"2L e 5L";"Chá Branco";"NULL";"52";"Desinfetante | 2L e 5L | Chá Branco"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"123";"cadastros_vinculados";"3";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1L";"Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)";"NULL";"53";"Lava Roupas Lavagem Rápida | 1L | Total Clean (EAN 789830200 645 4) | Fresh Clean (EAN 789830200 646 1)"
"27";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"MAXFORT";"1";"MAXFORT ATACADO";"PLANO DE INTRODUÇÃO";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"124";"cadastros_vinculados";"4";"CADASTRO";"cadastro";"Lava Roupas Lavagem Rápida";"1,5L";"Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)";"NULL";"54";"Lava Roupas Lavagem Rápida | 1,5L | Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"125";"cadastros_vinculados";"1";"CADASTRO";"cadastro";"Agua Sanitária";"5L";"NULL";"NULL";"67";"Agua Sanitária | 5L"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"126";"cadastros_vinculados";"2";"CADASTRO";"cadastro";"Amac. Concentrado Promo";"15 L";"Harmonia | Ternura";"NULL";"68";"Amac. Concentrado Promo | 15 L | Harmonia | Ternura"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"127";"cadastros_vinculados";"3";"CADASTRO";"cadastro";"Amac. Concentrado Promo";"1,5L";"Harmonia | Ternura";"NULL";"69";"Amac. Concentrado Promo | 1,5L | Harmonia | Ternura"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"128";"cadastros_vinculados";"4";"CADASTRO";"cadastro";"Lava Roupas";"2L";"Multiação | Glicerina";"NULL";"70";"Lava Roupas | 2L | Multiação | Glicerina"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"129";"cadastros_vinculados";"1";"LIBERAÇÃO (PARA TODAS AS LOJAS)";"liberacao";"Desinfetante";"5 L";"Lavanda | Paixão | Energia | Harmonia";"De 8 para 17 lojas";"74";"Desinfetante | 5 L | Lavanda | Paixão | Energia | Harmonia | De 8 para 17 lojas"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"130";"cadastros_vinculados";"2";"LIBERAÇÃO (PARA TODAS AS LOJAS)";"liberacao";"Amaciante";"2L";"Lavanda | Paixão | Energia | Harmonia";"De 14 para 17 lojas";"75";"Amaciante | 2L | Lavanda | Paixão | Energia | Harmonia | De 14 para 17 lojas"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"131";"cadastros_vinculados";"3";"LIBERAÇÃO (PARA TODAS AS LOJAS)";"liberacao";"Amaci. Concentrado";"1L";"Harmonia | Ternura | Sedução | Mistério";"De 7 para 17 lojas";"76";"Amaci. Concentrado | 1L | Harmonia | Ternura | Sedução | Mistério | De 7 para 17 lojas"
"30";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"NICOLINI";"1";"OSMAR NICOLINI";"PLANO DE NEGÓCIOS";"NULL";"MARÇO/25 A FEVEREIRO/26";"2025-03";"2026-02";"2025-03 a 2026-02";"normalizado";"NULL";"NULL";"NULL";"NULL";"NULL";"132";"cadastros_vinculados";"4";"LIBERAÇÃO (PARA TODAS AS LOJAS)";"liberacao";"Amaci. Concentrado";"1L";"Pack Promocional 30%";"De 4 para 17 lojas";"77";"Amaci. Concentrado | 1L | Pack Promocional 30% | De 4 para 17 lojas"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"133";"cadastros_vinculados";"1";"CADASTRO DESCO/IMEC";"cadastro";"Lava Roupas";"7L";"Versão Pró";"NULL";"76";"Lava Roupas | 7L | Versão Pró"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"134";"cadastros_vinculados";"2";"CADASTRO DESCO/IMEC";"cadastro";"Lava Roupas Lavagem Rápida";"1,5L";"Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)";"NULL";"77";"Lava Roupas Lavagem Rápida | 1,5L | Total Clean (EAN 789830200 647 8) | Fresh Clean (EAN 789830200 648 5)"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"135";"cadastros_vinculados";"3";"CADASTRO DESCO/IMEC";"cadastro";"Multiuso";"1L";"Original - Gatilho";"NULL";"78";"Multiuso | 1L | Original - Gatilho"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"136";"cadastros_vinculados";"4";"CADASTRO DESCO/IMEC";"cadastro";"Multiuso";"1L";"Poder O2 - Gatilho";"NULL";"79";"Multiuso | 1L | Poder O2 - Gatilho"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"137";"cadastros_vinculados";"1";"CADASTRO IMEC";"cadastro";"Amaciante Concentrado";"1,5L";"Ternura";"NULL";"82";"Amaciante Concentrado | 1,5L | Ternura"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"138";"cadastros_vinculados";"2";"CADASTRO IMEC";"cadastro";"Amaciante";"5L";"Sedução";"NULL";"83";"Amaciante | 5L | Sedução"
"31";"1";"Base JBP e acordos comerciais.xlsx";"2026-03-13 09:08:13";"31";"IMEC-DESCO";"1";"IMEC/DESCO";"JBP";"NULL";"FEVEREIRO À DEZEMBRO/26";"2026-02";"2026-12";"2026-02 a 2026-12";"normalizado";"MARÇO/26 À JANEIRO/27";"2026-03";"2027-01";"2026-03 a 2027-01";"normalizado";"139";"cadastros_vinculados";"3";"CADASTRO IMEC";"cadastro";"Desinfetante";"5L";"Lavanda | Marine";"NULL";"84";"Desinfetante | 5L | Lavanda | Marine"
